%time,field.mx,field.my,field.fz,
1.67607E+18,-14,-8,5.88,5243.300096
1.67607E+18,-15,-2,1.96,5307.140096
1.67607E+18,-14,0,1.96,5307.160064
1.67607E+18,-11,-4,5.88,5307.180032
1.67607E+18,-11,-84,19.6,5307.190016
1.67607E+18,-24,-34,3.92,5307.240192
1.67607E+18,-19,2,-1.96,5369.320192
1.67607E+18,-31,-5,-1.96,5369.330176
1.67607E+18,-24,-1,1.96,5369.34016
1.67607E+18,-16,-2,3.92,5369.350144
1.67607E+18,-17,-9,7.84,5369.360128
1.67607E+18,-19,-11,7.84,5369.370112
1.67607E+18,-15,-12,5.88,5369.400064
1.67607E+18,-15,-11,7.84,5369.420032
1.67607E+18,-17,-10,7.84,5369.449984
1.67607E+18,-21,-11,5.88,5369.449984
1.67607E+18,-22,-9,1.96,5432.979968
1.67607E+18,-21,-8,5.88,5433.000192
1.67607E+18,-22,-8,3.92,5433.000192
1.67607E+18,-22,-7,3.92,5433.010176
1.67607E+18,-23,-6,1.96,5433.02016
1.67607E+18,-24,-5,0,5492.850176
1.67607E+18,-23,-4,-1.96,5492.880128
1.67607E+18,-22,-3,-3.92,5492.890112
1.67607E+18,-22,-3,-3.92,5492.91008
1.67607E+18,-21,-2,-5.88,5492.940032
1.67607E+18,-20,-2,-1.96,5540.600064
1.67607E+18,-21,-2,-5.88,5540.630016
1.67607E+18,-21,-1,-7.84,5540.670208
1.67607E+18,-20,0,-9.8,5600.620032
1.67607E+18,-19,2,-11.76,5600.64
1.67607E+18,-19,2,-7.84,5600.649984
1.67607E+18,-19,3,-9.8,5600.649984
1.67607E+18,-19,3,-11.76,5600.659968
1.67607E+18,-18,4,-9.8,5600.659968
1.67607E+18,-18,6,-9.8,5600.670208
1.67607E+18,-16,8,-7.84,5600.690176
1.67607E+18,-17,8,-7.84,5600.710144
1.67607E+18,-17,9,-7.84,5600.770048
1.67607E+18,-19,9,-7.84,5600.780032
1.67607E+18,-19,9,-9.8,5600.780032
1.67607E+18,-18,9,-9.8,5651.140096
1.67607E+18,-16,10,-7.84,5651.160064
1.67607E+18,-16,7,-5.88,5651.209984
1.67607E+18,-16,8,-9.8,5651.219968
1.67607E+18,-15,8,-7.84,5711.26016
1.67607E+18,-13,10,-9.8,5711.280128
1.67607E+18,-11,11,-5.88,5711.280128
1.67607E+18,-9,12,-5.88,5711.31008
1.67607E+18,-11,12,-7.84,5711.320064
1.67607E+18,-9,13,-3.92,5711.36
1.67607E+18,-12,14,-5.88,5759.750144
1.67607E+18,-12,16,-5.88,5759.79008
1.67607E+18,-12,18,-5.88,5759.810048
1.67607E+18,-14,16,-5.88,5759.870208
1.67607E+18,-13,17,-5.88,5759.880192
1.67607E+18,-15,16,-3.92,5804.260096
1.67607E+18,-15,16,-3.92,5804.280064
1.67607E+18,-14,16,-3.92,5804.32
1.67607E+18,-10,17,-3.92,5804.32
1.67607E+18,-8,19,-5.88,5804.400128
1.67607E+18,-13,17,-7.84,5859.700224
1.67607E+18,-15,16,-7.84,5859.720192
1.67607E+18,-15,16,-7.84,5859.74016
1.67607E+18,-14,18,-7.84,5859.750144
1.67607E+18,-16,17,-3.92,5859.800064
1.67607E+18,-3,31,13.72,5918.260224
1.67607E+18,17,30,33.32,5918.310144
1.67607E+18,33,-36,76.44,5918.320128
1.67607E+18,30,-45,101.92,5918.360064
1.67607E+18,24,-32,123.48,6010.110208
1.67607E+18,23,5,160.72,6089.129984
1.67607E+18,31,17,203.84,6089.150208
1.67607E+18,43,-8,266.56,6089.160192
1.67607E+18,53,-48,317.52,6089.210112
1.67607E+18,62,-90,360.64,6089.210112
1.67607E+18,80,-122,390.04,6089.240064
1.67607E+18,100,-141,415.52,6089.250048
1.67607E+18,132,-143,448.84,6089.310208
1.67607E+18,171,-133,486.08,6089.310208
1.67607E+18,220,-115,527.24,6089.360128
1.67607E+18,281,-91,568.4,6089.360128
1.67607E+18,332,-80,609.56,6170.210048
1.67607E+18,370,-68,646.8,6170.249984
1.67607E+18,392,-42,664.44,6170.280192
1.67607E+18,399,-8,678.16,6170.290176
1.67607E+18,398,30,686,6170.340096
1.67607E+18,401,68,691.88,6170.340096
1.67607E+18,406,108,693.84,6170.360064
1.67607E+18,407,140,699.72,6170.420224
1.67607E+18,390,164,697.76,6170.430208
1.67607E+18,374,186,691.88,6170.430208
1.67607E+18,360,207,686,6237.730048
1.67607E+18,355,227,684.04,6237.750016
1.67607E+18,360,241,693.84,6237.750016
1.67607E+18,376,256,701.68,6237.76
1.67607E+18,393,272,703.64,6237.76
1.67607E+18,406,286,703.64,6312.190208
1.67607E+18,417,301,701.68,6312.200192
1.67607E+18,426,311,701.68,6312.22016
1.67607E+18,434,319,703.64,6312.350208
1.67607E+18,433,326,699.72,6312.360192
1.67607E+18,449,339,693.84,6312.410112
1.67607E+18,462,351,695.8,6312.410112
1.67607E+18,464,360,691.88,6312.450048
1.67607E+18,459,371,686,6312.460032
1.67607E+18,454,390,674.24,6312.470016
1.67607E+18,446,410,670.32,6369.170176
1.67607E+18,440,428,666.4,6369.190144
1.67607E+18,437,445,672.28,6369.190144
1.67607E+18,431,462,670.32,6369.260032
1.67607E+18,427,480,676.2,6369.270016
1.67607E+18,423,500,676.2,6369.270016
1.67607E+18,417,517,676.2,6437.350144
1.67607E+18,413,536,672.28,6437.360128
1.67607E+18,408,558,664.44,6437.410048
1.67607E+18,401,579,654.64,6437.420032
1.67607E+18,392,600,646.8,6437.420032
1.67607E+18,385,622,633.08,6437.459968
1.67607E+18,377,646,617.4,6437.480192
1.67607E+18,370,669,603.68,6437.490176
1.67607E+18,360,689,586.04,6437.520128
1.67607E+18,351,712,568.4,6487.90016
1.67607E+18,336,732,546.84,6487.910144
1.67607E+18,322,754,525.28,6487.910144
1.67607E+18,305,778,501.76,6487.990016
1.67607E+18,288,801,484.12,6488.009984
1.67607E+18,273,825,458.64,6537.470208
1.67607E+18,260,844,437.08,6537.480192
1.67607E+18,245,858,407.68,6605.750016
1.67607E+18,225,867,374.36,6605.769984
1.67607E+18,201,876,329.28,6605.779968
1.67607E+18,189,866,303.8,6605.790208
1.67607E+18,171,832,286.16,6605.800192
1.67607E+18,156,770,266.56,6605.800192
1.67607E+18,132,701,241.08,6605.82016
1.67607E+18,104,627,213.64,6749.459968
1.67607E+18,79,548,184.24,6749.470208
1.67607E+18,63,466,156.8,6749.490176
1.67607E+18,52,385,127.4,6749.540096
1.67607E+18,44,307,105.84,6827.79008
1.67607E+18,38,234,90.16,6827.800064
1.67607E+18,37,173,78.4,6827.830016
1.67607E+18,35,125,66.64,6827.890176
1.67607E+18,33,88,58.8,6827.90016
1.67607E+18,28,59,50.96,6827.920128
1.67607E+18,21,36,45.08,6827.970048
1.67607E+18,12,18,33.32,6827.980032
1.67607E+18,4,5,29.4,6828.009984
1.67607E+18,-5,-3,19.6,6828.040192
1.67607E+18,-9,-8,15.68,6828.070144
1.67607E+18,-14,-8,7.84,6828.11008
1.67607E+18,-15,-2,5.88,6828.120064
1.67607E+18,-12,1,5.88,6828.16
1.67607E+18,-13,-1,5.88,6828.169984
1.67607E+18,-8,-7,9.8,6828.230144
1.67607E+18,7,-28,17.64,6897.129984
1.67607E+18,1,-37,13.72,6897.150208
1.67607E+18,-13,-23,3.92,6897.150208
1.67607E+18,-27,-20,1.96,6897.200128
1.67607E+18,-34,-12,-1.96,6897.220096
1.67607E+18,-21,1,1.96,6897.250048
1.67607E+18,-19,2,1.96,6897.28
1.67607E+18,-21,1,3.92,6897.289984
1.67607E+18,-24,-5,3.92,6897.310208
1.67607E+18,-22,-13,3.92,6971.080192
1.67607E+18,-17,-9,1.96,6971.080192
1.67607E+18,-13,-9,3.92,6971.130112
1.67607E+18,-12,-8,5.88,6971.140096
1.67607E+18,-16,-6,3.92,6971.180032
1.67607E+18,-18,-7,3.92,6971.190016
1.67607E+18,-21,-6,1.96,6971.340032
1.67607E+18,-21,-4,1.96,6971.36
1.67607E+18,-20,-3,1.96,7029.200128
1.67607E+18,-18,-2,1.96,7029.200128
1.67607E+18,-19,-3,-1.96,7029.210112
1.67607E+18,-15,-3,1.96,7029.300224
1.67607E+18,-13,-5,1.96,7029.310208
1.67607E+18,-12,-3,0,7029.310208
1.67607E+18,-13,-3,0,7029.320192
1.67607E+18,-14,-2,0,7029.350144
1.67607E+18,-14,-1,-1.96,7077.880064
1.67607E+18,-16,-2,-1.96,7077.890048
1.67607E+18,-14,-1,-3.92,7077.900032
1.67607E+18,-14,-1,-5.88,7077.940224
1.67607E+18,-15,-2,-3.92,7140.450048
1.67607E+18,-14,-1,-5.88,7140.460032
1.67607E+18,-12,2,-3.92,7140.520192
1.67607E+18,-14,1,-5.88,7140.520192
1.67607E+18,-13,2,-5.88,7140.560128
1.67607E+18,-12,3,-3.92,7195.920128
1.67607E+18,-14,5,-5.88,7196.020224
1.67607E+18,-14,6,-5.88,7196.030208
1.67607E+18,-14,7,-7.84,7196.070144
1.67607E+18,-14,8,-5.88,7196.080128
1.67607E+18,-15,8,-5.88,7196.11008
1.67607E+18,-14,9,-7.84,7256.969984
1.67607E+18,-15,10,-3.92,7256.990208
1.67607E+18,-16,11,-7.84,7257.000192
1.67607E+18,-16,11,-5.88,7257.030144
1.67607E+18,-16,13,-7.84,7315.460096
1.67607E+18,-16,14,-7.84,7315.47008
1.67607E+18,-15,15,-9.8,7315.52
1.67607E+18,-16,15,-5.88,7315.529984
1.67607E+18,-13,16,-7.84,7315.550208
1.67607E+18,-14,17,-5.88,7315.58016
1.67607E+18,-15,16,-5.88,7315.600128
1.67607E+18,-14,17,-3.92,7315.610112
1.67607E+18,-15,18,-9.8,7315.670016
1.67607E+18,-14,18,-3.92,7315.700224
1.67607E+18,-15,18,-5.88,7378.800128
1.67607E+18,-16,18,-7.84,7378.800128
1.67607E+18,-14,19,-7.84,7378.860032
1.67607E+18,-17,18,-7.84,7378.860032
1.67607E+18,-17,19,-9.8,7378.970112
1.67607E+18,-16,19,-5.88,7439.600128
1.67607E+18,-18,18,-3.92,7439.620096
1.67607E+18,-18,18,-3.92,7439.650048
1.67607E+18,-18,20,-3.92,7439.650048
1.67607E+18,-17,26,3.92,7439.699968
1.67607E+18,-12,52,29.4,7508.11008
1.67607E+18,-18,80,47.04,7508.130048
1.67607E+18,-40,53,78.4,7508.140032
1.67607E+18,-24,18,135.24,7508.150016
1.67607E+18,-1,-59,239.12,7508.150016
1.67607E+18,45,-106,378.28,7508.16
1.67607E+18,113,-111,490,7508.16
1.67607E+18,194,-110,580.16,7508.169984
1.67607E+18,248,-113,666.4,7508.179968
1.67607E+18,285,-122,727.16,7508.179968
1.67607E+18,307,-126,762.44,7508.190208
1.67607E+18,333,-117,776.16,7586.150144
1.67607E+18,368,-122,797.72,7586.170112
1.67607E+18,403,-116,817.32,7586.180096
1.67607E+18,431,-104,827.12,7586.220032
1.67607E+18,451,-77,825.16,7647.710208
1.67607E+18,468,-31,807.52,7647.74016
1.67607E+18,480,25,791.84,7647.750144
1.67607E+18,487,75,782.04,7647.760128
1.67607E+18,484,113,768.32,7647.800064
1.67607E+18,478,144,760.48,7647.810048
1.67607E+18,462,173,740.88,7700.230144
1.67607E+18,442,195,725.2,7700.260096
1.67607E+18,429,216,707.56,7700.290048
1.67607E+18,404,232,691.88,7700.290048
1.67607E+18,380,246,676.2,7700.32
1.67607E+18,355,267,660.52,7700.350208
1.67607E+18,340,289,650.72,7767.010048
1.67607E+18,334,310,644.84,7767.030016
1.67607E+18,335,323,650.72,7767.049984
1.67607E+18,343,337,658.56,7767.049984
1.67607E+18,367,363,660.52,7767.080192
1.67607E+18,394,391,668.36,7767.120128
1.67607E+18,413,411,674.24,7767.160064
1.67607E+18,426,434,676.2,7767.180032
1.67607E+18,434,460,678.16,7830.35008
1.67607E+18,436,485,678.16,7830.380032
1.67607E+18,433,509,674.24,7830.419968
1.67607E+18,424,534,668.36,7830.419968
1.67607E+18,414,560,664.44,7830.51008
1.67607E+18,398,585,656.6,7889.780224
1.67607E+18,386,612,648.76,7889.800192
1.67607E+18,376,639,642.88,7889.810176
1.67607E+18,366,664,637,7889.82016
1.67607E+18,356,689,633.08,7889.860096
1.67607E+18,344,717,621.32,7889.900032
1.67607E+18,332,745,613.48,7944.680192
1.67607E+18,317,768,603.68,7944.70016
1.67607E+18,300,793,588,7944.710144
1.67607E+18,287,818,572.32,7944.710144
1.67607E+18,277,842,558.6,7944.720128
1.67607E+18,268,867,540.96,7944.8
1.67607E+18,263,893,523.32,7944.8
1.67607E+18,261,916,509.6,7944.840192
1.67607E+18,258,939,491.96,7944.850176
1.67607E+18,259,962,480.2,7992.740096
1.67607E+18,256,984,464.52,8038.910208
1.67607E+18,253,1006,448.84,8038.920192
1.67607E+18,248,1027,431.2,8039.010048
1.67607E+18,240,1044,413.56,8039.030016
1.67607E+18,233,1061,386.12,8039.070208
1.67607E+18,228,1068,374.36,8039.090176
1.67607E+18,207,1064,352.8,8039.10016
1.67607E+18,182,1041,331.24,8039.140096
1.67607E+18,155,1004,305.76,8039.15008
1.67607E+18,123,954,276.36,8088.59008
1.67607E+18,98,896,250.88,8146.94016
1.67607E+18,78,823,223.44,8146.94016
1.67607E+18,65,734,196,8146.980096
1.67607E+18,59,640,172.48,8146.99008
1.67607E+18,48,540,147,8147.030016
1.67607E+18,40,446,117.6,8147.04
1.67607E+18,33,361,101.92,8147.10016
1.67607E+18,27,288,90.16,8147.110144
1.67607E+18,24,227,78.4,8147.110144
1.67607E+18,15,172,66.64,8211.170048
1.67607E+18,6,123,58.8,8211.190016
1.67607E+18,-2,80,50.96,8211.209984
1.67607E+18,-8,43,41.16,8211.250176
1.67607E+18,-11,7,37.24,8211.26016
1.67607E+18,-12,-16,29.4,8211.330048
1.67607E+18,-18,-34,23.52,8272.339968
1.67607E+18,-17,-28,19.6,8272.360192
1.67607E+18,-15,-20,13.72,8272.360192
1.67607E+18,-10,-19,11.76,8272.370176
1.67607E+18,20,-89,31.36,8331.849984
1.67607E+18,0,-54,13.72,8331.859968
1.67607E+18,-25,-17,5.88,8331.890176
1.67607E+18,-43,-21,1.96,8331.890176
1.67607E+18,-29,-8,5.88,8331.960064
1.67607E+18,-17,-2,7.84,8331.970048
1.67607E+18,-20,-9,7.84,8331.990016
1.67607E+18,-23,-19,9.8,8332.030208
1.67607E+18,-15,-14,13.72,8392.920064
1.67607E+18,-11,-11,13.72,8392.940032
1.67607E+18,-17,-16,11.76,8392.96
1.67607E+18,-20,-15,7.84,8392.990208
1.67607E+18,-23,-14,7.84,8393.000192
1.67607E+18,-25,-10,7.84,8393.040128
1.67607E+18,-31,-9,1.96,8393.080064
1.67607E+18,-29,-6,1.96,8459.650048
1.67607E+18,-25,-6,3.92,8459.770112
1.67607E+18,-25,-7,1.96,8459.780096
1.67607E+18,-21,-7,0,8459.800064
1.67607E+18,-18,-4,1.96,8459.810048
1.67607E+18,-19,-3,-3.92,8517.420032
1.67607E+18,-18,-1,-3.92,8517.420032
1.67607E+18,-16,1,-1.96,8517.470208
1.67607E+18,-17,3,-5.88,8517.50016
1.67607E+18,-16,4,-7.84,8517.50016
1.67607E+18,-14,3,-7.84,8577.460224
1.67607E+18,-12,4,-9.8,8577.470208
1.67607E+18,-9,6,-7.84,8577.50016
1.67607E+18,-9,5,-7.84,8577.510144
1.67607E+18,-8,7,-9.8,8577.530112
1.67607E+18,-8,7,-9.8,8577.6
1.67607E+18,-8,7,-9.8,8577.619968
1.67607E+18,-5,7,-9.8,8577.66016
1.67607E+18,-6,8,-13.72,8577.670144
1.67607E+18,-6,12,-9.8,8577.730048
1.67607E+18,-8,12,-7.84,8624.8
1.67607E+18,-10,13,-9.8,8672.310016
1.67607E+18,-12,13,-9.8,8672.32
1.67607E+18,-11,15,-5.88,8672.329984
1.67607E+18,-12,14,-9.8,8672.339968
1.67607E+18,-11,15,-5.88,8672.339968
1.67607E+18,-12,16,-5.88,8672.350208
1.67607E+18,-12,14,-5.88,8672.38016
1.67607E+18,-13,14,-7.84,8672.390144
1.67607E+18,-10,16,-5.88,8672.400128
1.67607E+18,-12,14,-5.88,8724.130048
1.67607E+18,-12,16,-7.84,8724.16
1.67607E+18,-13,17,-9.8,8781.110016
1.67607E+18,-14,17,-3.92,8781.139968
1.67607E+18,-14,18,-5.88,8781.160192
1.67607E+18,-14,19,-3.92,8781.190144
1.67607E+18,-15,18,-7.84,8781.200128
1.67607E+18,-10,22,-3.92,8781.200128
1.67607E+18,-7,24,-1.96,8781.240064
1.67607E+18,-14,20,-3.92,8781.310208
1.67607E+18,-19,17,-3.92,8828.280064
1.67607E+18,-17,23,1.96,8828.290048
1.67607E+18,-12,36,17.64,8828.310016
1.67607E+18,-13,35,45.08,8828.32
1.67607E+18,-12,-111,76.44,8828.350208
1.67607E+18,11,-60,117.6,8875.74016
1.67607E+18,32,-79,192.08,8875.760128
1.67607E+18,62,-64,284.2,8875.800064
1.67607E+18,117,-62,376.32,8875.810048
1.67607E+18,146,-40,433.16,8875.859968
1.67607E+18,142,-53,470.4,8922.840064
1.67607E+18,115,-81,474.32,8922.850048
1.67607E+18,87,-121,474.32,8922.860032
1.67607E+18,78,-151,488.04,8922.970112
1.67607E+18,89,-157,505.68,8922.980096
1.67607E+18,125,-147,539,8970.930176
1.67607E+18,170,-116,572.32,8970.960128
1.67607E+18,228,-92,615.44,8970.970112
1.67607E+18,278,-72,658.56,8971.000064
1.67607E+18,317,-51,689.92,8971.000064
1.67607E+18,347,-26,717.36,9031.320064
1.67607E+18,373,8,735,9031.36
1.67607E+18,385,55,750.68,9031.369984
1.67607E+18,385,103,760.48,9031.379968
1.67607E+18,386,142,766.36,9031.410176
1.67607E+18,388,175,768.32,9089.929984
1.67607E+18,386,203,766.36,9089.960192
1.67607E+18,373,223,760.48,9089.98016
1.67607E+18,361,246,752.64,9089.990144
1.67607E+18,349,270,738.92,9090.050048
1.67607E+18,348,290,731.08,9149.55008
1.67607E+18,348,301,721.28,9149.570048
1.67607E+18,351,307,715.4,9149.580032
1.67607E+18,362,314,705.6,9149.590016
1.67607E+18,391,339,686,9196.880128
1.67607E+18,415,352,687.96,9196.900096
1.67607E+18,428,361,687.96,9196.920064
1.67607E+18,434,379,670.32,9196.930048
1.67607E+18,435,399,656.6,9196.969984
1.67607E+18,430,412,652.68,9196.969984
1.67607E+18,419,426,644.84,9244.040192
1.67607E+18,408,442,638.96,9244.080128
1.67607E+18,394,461,631.12,9244.090112
1.67607E+18,381,482,627.2,9244.120064
1.67607E+18,367,501,627.2,9244.150016
1.67607E+18,356,524,623.28,9362.450176
1.67607E+18,347,546,621.32,9362.490112
1.67607E+18,341,568,619.36,9362.51008
1.67607E+18,338,590,619.36,9362.520064
1.67607E+18,334,615,615.44,9362.520064
1.67607E+18,330,640,609.56,9362.530048
1.67607E+18,327,662,609.56,9362.550016
1.67607E+18,325,686,601.72,9362.550016
1.67607E+18,323,708,599.76,9362.600192
1.67607E+18,321,731,595.84,9362.610176
1.67607E+18,316,754,589.96,9504.290048
1.67607E+18,315,778,584.08,9504.310016
1.67607E+18,308,801,570.36,9504.329984
1.67607E+18,300,825,552.72,9504.339968
1.67607E+18,289,845,535.08,9504.350208
1.67607E+18,277,864,515.48,9504.350208
1.67607E+18,267,883,488.04,9504.38016
1.67607E+18,258,903,470.4,9504.400128
1.67607E+18,251,925,450.8,9504.400128
1.67607E+18,241,947,429.24,9504.450048
1.67607E+18,231,967,413.56,9504.460032
1.67607E+18,219,988,386.12,9504.470016
1.67607E+18,204,1004,356.72,9624.880128
1.67607E+18,189,1012,325.36,9624.880128
1.67607E+18,182,1006,309.68,9624.890112
1.67607E+18,162,983,292.04,9624.890112
1.67607E+18,139,930,272.44,9624.900096
1.67607E+18,116,867,250.88,9624.930048
1.67607E+18,93,804,223.44,9624.950016
1.67607E+18,74,728,201.88,9624.96
1.67607E+18,63,643,174.44,9624.969984
1.67607E+18,57,552,150.92,9624.969984
1.67607E+18,52,461,127.4,9624.979968
1.67607E+18,46,374,111.72,9625.010176
1.67607E+18,40,296,96.04,9625.040128
1.67607E+18,34,230,82.32,9625.110016
1.67607E+18,27,173,74.48,9758.99008
1.67607E+18,21,123,70.56,9758.99008
1.67607E+18,14,79,62.72,9758.99008
1.67607E+18,8,43,52.92,9759.049984
1.67607E+18,3,13,49,9759.049984
1.67607E+18,-3,-8,39.2,9759.080192
1.67607E+18,-10,-27,35.28,9759.090176
1.67607E+18,-14,-35,29.4,9759.160064
1.67607E+18,-14,-32,27.44,9759.170048
1.67607E+18,-11,-29,25.48,9759.209984
1.67607E+18,3,-39,29.4,9759.280128
1.67607E+18,13,-58,33.32,9759.280128
1.67607E+18,3,-66,29.4,9887.15008
1.67607E+18,-15,-43,19.6,9887.2
1.67607E+18,-36,-40,11.76,9887.209984
1.67607E+18,-43,-23,1.96,9887.340032
1.67607E+18,-26,-8,5.88,9887.350016
1.67607E+18,-27,-7,7.84,9887.410176
1.67607E+18,-29,-10,7.84,9887.42016
1.67607E+18,-29,-12,9.8,9887.47008
1.67607E+18,-29,-13,9.8,9887.480064
1.67607E+18,-25,-22,7.84,9887.540224
1.67607E+18,-20,-16,7.84,9887.550208
1.67607E+18,-19,-14,5.88,10021.95021
1.67607E+18,-22,-14,1.96,10021.98016
1.67607E+18,-25,-12,1.96,10021.99014
1.67607E+18,-27,-10,1.96,10022.03008
1.67607E+18,-31,-7,-1.96,10022.04006
1.67607E+18,-27,-1,0,10022.08
1.67607E+18,-23,-1,0,10022.08998
1.67607E+18,-23,-3,-3.92,10022.15014
1.67607E+18,-21,-3,0,10022.16013
1.67607E+18,-20,1,-1.96,10022.21005
1.67607E+18,-21,0,-1.96,10022.22003
1.67607E+18,-20,3,-3.92,10022.27021
1.67607E+18,-20,2,-5.88,10156.96998
1.67607E+18,-18,2,-3.92,10156.96998
1.67607E+18,-18,2,-3.92,10157.01018
1.67607E+18,-18,2,-5.88,10157.0601
1.67607E+18,-16,1,-3.92,10157.0601
1.67607E+18,-12,2,-1.96,10157.09005
1.67607E+18,-11,5,-3.92,10157.09005
1.67607E+18,-12,6,-3.92,10157.10003
1.67607E+18,-11,4,-3.92,10157.16019
1.67607E+18,-12,3,-5.88,10157.16019
1.67607E+18,-11,4,-5.88,10157.21011
1.67607E+18,-11,2,-7.84,10249.59002
1.67607E+18,-10,5,-5.88,10249.6
1.67607E+18,-13,7,-5.88,10249.64019
1.67607E+18,-14,9,-5.88,10249.66016
1.67607E+18,-15,12,-7.84,10249.7001
1.67607E+18,-15,13,-5.88,10249.74003
1.67607E+18,-17,14,-7.84,10249.74003
1.67607E+18,-15,18,-7.84,10249.78022
1.67607E+18,-14,17,-3.92,10249.79021
1.67607E+18,-16,18,-5.88,10249.87008
1.67607E+18,-16,18,-7.84,10249.88006
1.67607E+18,-15,18,-7.84,10425.73005
1.67607E+18,-15,19,-9.8,10425.74003
1.67607E+18,-15,19,-7.84,10425.76
1.67607E+18,-15,19,-5.88,10425.81018
1.67607E+18,-15,20,-7.84,10425.82016
1.67607E+18,-14,21,-7.84,10425.87008
1.67607E+18,1,44,-5.88,10425.92
1.67607E+18,3,41,-5.88,10425.92
1.67607E+18,-13,24,-7.84,10425.92998
1.67607E+18,-18,21,-7.84,10425.95021
1.67607E+18,-15,22,-7.84,10425.99014
1.67607E+18,-11,28,0,10425.99014
1.67607E+18,-3,41,13.72,10426.05005
1.67607E+18,17,43,39.2,10426.08
1.67607E+18,47,-20,78.4,10426.08
