%time,field.mx,field.my,field.fz
1676072644398092800,-18.0,13.0,-192.07999999999998
1676072644445619700,-23.0,10.0,-194.04
1676072644445626600,-20.0,11.0,-197.96
1676072644445669100,-19.0,12.0,-190.12
1676072644445676100,-19.0,12.0,-192.07999999999998
1676072644491527900,-24.0,8.0,-192.07999999999998
1676072644491556600,-20.0,10.0,-197.96
1676072644491571800,-19.0,10.0,-188.16
1676072644491579700,-24.0,8.0,-192.07999999999998
1676072644553249400,-20.0,9.0,-197.96
1676072644553264300,-23.0,7.0,-188.16
1676072644553278700,-24.0,7.0,-194.04
1676072644553284700,-23.0,6.0,-188.16
1676072644553289100,-23.0,7.0,-194.04
1676072644553325200,-20.0,9.0,-197.96
1676072644597414900,-20.0,9.0,-197.96
1676072644597427900,-24.0,7.0,-192.07999999999998
1676072644597432200,-22.0,8.0,-196.0
1676072644597436100,-19.0,10.0,-194.04
1676072644644437100,-19.0,8.0,-188.16
1676072644644457900,-19.0,10.0,-197.96
1676072644644482000,-19.0,8.0,-188.16
1676072644644495300,-24.0,7.0,-192.07999999999998
1676072644644506900,-22.0,7.0,-188.16
1676072644690734400,-21.0,9.0,-197.96
1676072644690756600,-20.0,10.0,-190.12
1676072644690785600,-21.0,8.0,-188.16
1676072644690791400,-23.0,7.0,-190.12
1676072644738015600,-23.0,8.0,-194.04
1676072644738040600,-20.0,10.0,-197.96
1676072644738061900,-20.0,10.0,-194.04
1676072644738089400,-20.0,11.0,-192.07999999999998
1676072644738109300,-22.0,9.0,-196.0
1676072644738117300,-20.0,10.0,-197.96
1676072644797576800,-19.0,10.0,-188.16
1676072644797596800,-21.0,10.0,-197.96
1676072644797604100,-25.0,8.0,-190.12
1676072644797666200,-21.0,10.0,-197.96
1676072644845869100,-20.0,9.0,-188.16
1676072644845898100,-25.0,8.0,-188.16
1676072644845904800,-21.0,11.0,-197.96
1676072644845949800,-21.0,9.0,-188.16
1676072644914349700,-23.0,10.0,-194.04
1676072644914365200,-20.0,11.0,-197.96
1676072644914378500,-21.0,11.0,-197.96
1676072644914383000,-23.0,9.0,-194.04
1676072644914387100,-19.0,11.0,-197.96
1676072644968517000,-23.0,9.0,-188.16
1676072644968540800,-23.0,9.0,-194.04
1676072644968547100,-24.0,8.0,-190.12
1676072644968551600,-19.0,12.0,-192.07999999999998
1676072644968576600,-23.0,8.0,-188.16
1676072644968590000,-22.0,9.0,-196.0
1676072644968597500,-20.0,9.0,-197.96
1676072644968609500,-19.0,10.0,-190.12
1676072644968613800,-24.0,7.0,-192.07999999999998
1676072644968642500,-20.0,9.0,-197.96
1676072645013454400,-19.0,10.0,-197.96
1676072645013479400,-19.0,9.0,-197.96
1676072645013486700,-23.0,8.0,-194.04
1676072645013497300,-20.0,9.0,-197.96
1676072645059120200,-21.0,7.0,-188.16
1676072645107696700,-25.0,7.0,-192.07999999999998
1676072645107719800,-20.0,8.0,-188.16
1676072645107727500,-24.0,6.0,-192.07999999999998
1676072645168640200,-21.0,8.0,-197.96
1676072645168654800,-19.0,7.0,-188.16
1676072645168660000,-20.0,6.0,-186.2
1676072645168665900,-21.0,7.0,-196.0
1676072645168670600,-23.0,5.0,-188.16
1676072645168675200,-22.0,7.0,-194.04
1676072645168691400,-19.0,8.0,-197.96
1676072645168732000,-19.0,8.0,-197.96
1676072645168758600,-24.0,6.0,-190.12
1676072645168815000,-20.0,8.0,-196.0
1676072645228771500,-20.0,9.0,-196.0
1676072645228784100,-23.0,7.0,-192.07999999999998
1676072645228789300,-22.0,8.0,-194.04
1676072645228856900,-19.0,10.0,-197.96
1676072645228883200,-22.0,8.0,-188.16
1676072645278476700,-23.0,8.0,-192.07999999999998
1676072645278500900,-23.0,9.0,-194.04
1676072645278522600,-21.0,9.0,-188.16
1676072645278558800,-24.0,9.0,-194.04
1676072645339474800,-20.0,12.0,-197.96
1676072645339481200,-22.0,9.0,-188.16
1676072645339485000,-21.0,11.0,-197.96
1676072645339534900,-21.0,10.0,-188.16
1676072645412905600,-25.0,9.0,-192.07999999999998
1676072645412931800,-22.0,11.0,-197.96
1676072645412960700,-25.0,10.0,-196.0
1676072645412969400,-21.0,11.0,-188.16
1676072645413052200,-24.0,10.0,-197.96
1676072645413063900,-21.0,12.0,-192.07999999999998
1676072645413072000,-25.0,8.0,-194.04
1676072645413101000,-25.0,7.0,-190.12
1676072645413142600,-21.0,10.0,-197.96
1676072645413149200,-23.0,7.0,-188.16
1676072645463025600,-24.0,8.0,-194.04
1676072645463045100,-24.0,7.0,-190.12
1676072645463052100,-23.0,7.0,-188.16
1676072645463057600,-21.0,9.0,-196.0
1676072645463062000,-18.0,10.0,-194.04
1676072645463072000,-23.0,7.0,-188.16
1676072645511380100,-23.0,7.0,-190.12
1676072645511456500,-18.0,10.0,-190.12
1676072645511462000,-24.0,7.0,-190.12
1676072645511506900,-20.0,9.0,-197.96
1676072645559375400,-18.0,9.0,-196.0
1676072645559382200,-23.0,7.0,-192.07999999999998
1676072645559436100,-19.0,9.0,-197.96
1676072645559451900,-22.0,7.0,-188.16
1676072645605520900,-23.0,7.0,-194.04
1676072645605543200,-24.0,7.0,-192.07999999999998
1676072645605564300,-20.0,8.0,-188.16
1676072645605588200,-22.0,8.0,-194.04
1676072645605620000,-20.0,10.0,-197.96
1676072645665827300,-24.0,7.0,-190.12
1676072645665839300,-20.0,8.0,-188.16
1676072645665846200,-21.0,9.0,-196.0
1676072645665893700,-19.0,11.0,-192.07999999999998
1676072645665903300,-24.0,8.0,-192.07999999999998
1676072645722502500,-24.0,7.0,-190.12
1676072645722552100,-19.0,10.0,-197.96
1676072645722613500,-21.0,8.0,-188.16
1676072645722625200,-23.0,9.0,-194.04
1676072645722632500,-19.0,10.0,-197.96
1676072645788809300,-22.0,9.0,-196.0
1676072645788842100,-20.0,10.0,-197.96
1676072645788847200,-22.0,8.0,-188.16
1676072645788883300,-23.0,9.0,-194.04
1676072645839596800,-20.0,10.0,-197.96
1676072645839607100,-19.0,11.0,-194.04
1676072645839621000,-22.0,9.0,-196.0
1676072645839632500,-19.0,10.0,-192.07999999999998
1676072645839641700,-24.0,7.0,-190.12
1676072645839666100,-20.0,9.0,-197.96
1676072645839687800,-22.0,9.0,-196.0
1676072645839701600,-24.0,7.0,-190.12
1676072645839708100,-19.0,10.0,-196.0
1676072645888847300,-22.0,7.0,-186.2
1676072645888854900,-21.0,9.0,-196.0
1676072645888883900,-22.0,8.0,-196.0
1676072645948333800,-21.0,7.0,-188.16
1676072645948349500,-24.0,7.0,-192.07999999999998
1676072645948353500,-19.0,9.0,-192.07999999999998
1676072645948366300,-19.0,10.0,-190.12
1676072645948394800,-22.0,7.0,-196.0
1676072645948404100,-19.0,10.0,-192.07999999999998
1676072645948432100,-24.0,6.0,-190.12
1676072646001930700,-22.0,8.0,-196.0
1676072646001938300,-21.0,8.0,-196.0
1676072646002059700,-24.0,7.0,-192.07999999999998
1676072646002092500,-20.0,9.0,-192.07999999999998
1676072646060066700,-25.0,6.0,-188.16
1676072646060080300,-25.0,6.0,-190.12
1676072646108473900,-22.0,8.0,-188.16
1676072646108493000,-24.0,8.0,-194.04
1676072646108516400,-20.0,10.0,-194.04
1676072646108528100,-20.0,10.0,-188.16
1676072646108533600,-20.0,10.0,-188.16
1676072646108588900,-22.0,10.0,-196.0
1676072646108594200,-20.0,10.0,-188.16
1676072646108610200,-25.0,9.0,-190.12
1676072646154010800,-24.0,9.0,-192.07999999999998
1676072646154015800,-20.0,10.0,-188.16
1676072646154056600,-23.0,9.0,-194.04
1676072646154063800,-19.0,11.0,-192.07999999999998
1676072646201210200,-25.0,8.0,-190.12
1676072646201306200,-24.0,8.0,-192.07999999999998
1676072646201311900,-20.0,9.0,-188.16
1676072646201324100,-23.0,8.0,-194.04
1676072646201359600,-20.0,10.0,-196.0
1676072646201404800,-24.0,7.0,-188.16
1676072646248230300,-24.0,8.0,-192.07999999999998
1676072646248247000,-19.0,9.0,-188.16
1676072646248251500,-23.0,8.0,-194.04
1676072646248263700,-20.0,10.0,-197.96
1676072646293342800,-20.0,10.0,-188.16
1676072646293350600,-21.0,10.0,-197.96
1676072646293400500,-19.0,11.0,-190.12
1676072646293407100,-23.0,8.0,-194.04
1676072646344076200,-19.0,10.0,-197.96
1676072646344103200,-20.0,10.0,-197.96
1676072646344114200,-24.0,8.0,-194.04
1676072646344132700,-19.0,10.0,-188.16
1676072646344172000,-22.0,9.0,-196.0
1676072646391420400,-21.0,10.0,-196.0
1676072646391435800,-19.0,11.0,-192.07999999999998
1676072646391539000,-24.0,8.0,-194.04
1676072646391547300,-20.0,10.0,-196.0
1676072646459403800,-22.0,8.0,-188.16
1676072646459423700,-24.0,7.0,-188.16
1676072646459429700,-20.0,9.0,-197.96
1676072646459433600,-25.0,7.0,-188.16
1676072646459468200,-20.0,9.0,-197.96
1676072646459507000,-23.0,7.0,-188.16
1676072646510356100,-25.0,7.0,-190.12
1676072646510379000,-20.0,9.0,-188.16
1676072646510386900,-24.0,8.0,-194.04
1676072646510418200,-21.0,10.0,-197.96
1676072646558044800,-22.0,8.0,-188.16
1676072646558071500,-20.0,11.0,-194.04
1676072646558086100,-26.0,8.0,-190.12
1676072646558092500,-23.0,10.0,-196.0
1676072646603109800,-20.0,9.0,-188.16
1676072646603124800,-23.0,8.0,-186.2
1676072646603151400,-20.0,10.0,-197.96
1676072646603191100,-23.0,9.0,-194.04
1676072646603198700,-19.0,10.0,-188.16
1676072646648413600,-22.0,9.0,-194.04
1676072646648434100,-21.0,9.0,-196.0
1676072646648440900,-24.0,7.0,-190.12
1676072646648465800,-19.0,10.0,-197.96
1676072646648500000,-21.0,7.0,-188.16
1676072646695311600,-22.0,7.0,-188.16
1676072646695328900,-19.0,8.0,-188.16
1676072646695344900,-21.0,8.0,-196.0
1676072646695348500,-18.0,10.0,-190.12
1676072646695356900,-24.0,7.0,-192.07999999999998
1676072646741584100,-23.0,7.0,-188.16
1676072646741610200,-24.0,7.0,-188.16
1676072646741624400,-19.0,10.0,-196.0
1676072646741634600,-24.0,7.0,-190.12
1676072646810470200,-20.0,10.0,-197.96
1676072646862508700,-23.0,7.0,-188.16
1676072646862541300,-19.0,10.0,-197.96
1676072646862555100,-24.0,8.0,-192.07999999999998
1676072646862592000,-19.0,11.0,-194.04
1676072646862651900,-24.0,8.0,-192.07999999999998
1676072646911155400,-25.0,8.0,-192.07999999999998
1676072646911173700,-24.0,8.0,-190.12
1676072646911181000,-20.0,11.0,-196.0
1676072646911246100,-25.0,8.0,-192.07999999999998
1676072646911258800,-21.0,10.0,-190.12
1676072646911271100,-21.0,10.0,-188.16
1676072646911277800,-25.0,9.0,-196.0
1676072646911282600,-21.0,10.0,-188.16
1676072646958381700,-25.0,8.0,-194.04
1676072646958409700,-22.0,10.0,-197.96
1676072646958448700,-27.0,7.0,-190.12
1676072646958454600,-23.0,9.0,-196.0
1676072646958490200,-25.0,7.0,-188.16
1676072646958497300,-21.0,10.0,-196.0
1676072646958527000,-21.0,8.0,-188.16
1676072647009148000,-20.0,10.0,-194.04
1676072647093428700,-25.0,7.0,-190.12
1676072647093445200,-20.0,10.0,-197.96
1676072647093470900,-22.0,8.0,-188.16
1676072647093508700,-19.0,10.0,-194.04
1676072647093521200,-24.0,7.0,-192.07999999999998
1676072647093540200,-19.0,10.0,-194.04
1676072647093544600,-24.0,8.0,-194.04
1676072647093582400,-24.0,8.0,-194.04
1676072647093595500,-22.0,8.0,-188.16
1676072647181449800,-20.0,10.0,-196.0
1676072647181474200,-25.0,7.0,-192.07999999999998
1676072647181480800,-24.0,8.0,-192.07999999999998
1676072647181485900,-24.0,7.0,-188.16
1676072647181493400,-20.0,11.0,-192.07999999999998
1676072647181503300,-24.0,8.0,-194.04
1676072647181507600,-20.0,10.0,-192.07999999999998
1676072647181545200,-22.0,7.0,-188.16
1676072647226116400,-21.0,9.0,-197.96
1676072647226134200,-25.0,7.0,-188.16
1676072647226144800,-20.0,10.0,-197.96
1676072647226172600,-25.0,7.0,-188.16
1676072647226177000,-25.0,7.0,-192.07999999999998
1676072647274808400,-20.0,10.0,-188.16
1676072647274825200,-25.0,8.0,-192.07999999999998
1676072647274838300,-21.0,10.0,-197.96
1676072647274865900,-19.0,11.0,-190.12
1676072647274872700,-21.0,10.0,-197.96
1676072647321999300,-22.0,8.0,-188.16
1676072647322014900,-23.0,9.0,-196.0
1676072647322040200,-20.0,12.0,-190.12
1676072647322062500,-20.0,10.0,-188.16
1676072647322070300,-20.0,12.0,-197.96
1676072647383055800,-24.0,10.0,-194.04
1676072647383067300,-20.0,12.0,-190.12
1676072647383082900,-21.0,12.0,-192.07999999999998
1676072647383092800,-22.0,11.0,-197.96
1676072647451963500,-20.0,10.0,-188.16
1676072647451983700,-24.0,10.0,-196.0
1676072647451999800,-21.0,10.0,-188.16
1676072647452019200,-24.0,9.0,-188.16
1676072647452022900,-20.0,11.0,-190.12
1676072647452064800,-23.0,10.0,-196.0
1676072647452072300,-20.0,10.0,-188.16
1676072647452076100,-23.0,9.0,-196.0
1676072647452121200,-25.0,8.0,-194.04
1676072647452138500,-20.0,10.0,-196.0
1676072647549776600,-23.0,9.0,-196.0
1676072647549784000,-21.0,8.0,-188.16
1676072647549788400,-23.0,9.0,-194.04
1676072647549827300,-21.0,10.0,-197.96
1676072647549833500,-25.0,8.0,-192.07999999999998
1676072647549879900,-20.0,10.0,-190.12
1676072647549898100,-25.0,8.0,-194.04
1676072647549906200,-21.0,10.0,-196.0
1676072647549920500,-25.0,7.0,-192.07999999999998
1676072647549934300,-21.0,9.0,-188.16
1676072647607260600,-20.0,10.0,-194.04
1676072647607299000,-21.0,9.0,-197.96
1676072647655560800,-23.0,7.0,-188.16
1676072647655582200,-22.0,9.0,-197.96
1676072647655608300,-20.0,10.0,-188.16
1676072647655623200,-21.0,10.0,-197.96
1676072647655631200,-25.0,7.0,-188.16
1676072647655651600,-22.0,10.0,-197.96
1676072647713430900,-21.0,9.0,-188.16
1676072647713580000,-23.0,8.0,-188.16
1676072647713589400,-22.0,10.0,-197.96
1676072647713619300,-26.0,8.0,-192.07999999999998
1676072647713679700,-22.0,10.0,-197.96
1676072647760069200,-21.0,11.0,-194.04
1676072647760134800,-22.0,9.0,-188.16
1676072647760143400,-22.0,11.0,-197.96
1676072647760205200,-26.0,8.0,-190.12
1676072647808454300,-24.0,10.0,-196.0
1676072647808460800,-21.0,12.0,-192.07999999999998
1676072647808464600,-25.0,8.0,-192.07999999999998
1676072647808468100,-20.0,12.0,-194.04
1676072647808472300,-25.0,8.0,-192.07999999999998
1676072647808476000,-20.0,11.0,-197.96
1676072647854643800,-24.0,9.0,-196.0
1676072647854673200,-25.0,8.0,-192.07999999999998
1676072647854691800,-20.0,11.0,-197.96
1676072647854708000,-25.0,8.0,-194.04
1676072647899960900,-21.0,10.0,-197.96
1676072647899969700,-25.0,8.0,-192.07999999999998
1676072647900016000,-20.0,12.0,-190.12
1676072647900021500,-24.0,9.0,-194.04
1676072647980864900,-20.0,11.0,-194.04
1676072648031237500,-21.0,11.0,-194.04
1676072648031261500,-23.0,9.0,-196.0
1676072648031272400,-26.0,8.0,-190.12
1676072648031280900,-23.0,9.0,-196.0
1676072648031301100,-23.0,8.0,-188.16
1676072648086948000,-24.0,8.0,-188.16
1676072648086968300,-21.0,11.0,-190.12
1676072648086974300,-25.0,8.0,-192.07999999999998
1676072648087011000,-21.0,10.0,-194.04
1676072648087041200,-25.0,8.0,-192.07999999999998
1676072648087065800,-21.0,10.0,-197.96
1676072648087084200,-25.0,8.0,-194.04
1676072648087127000,-21.0,10.0,-194.04
1676072648087162200,-25.0,8.0,-192.07999999999998
1676072648087182100,-25.0,8.0,-192.07999999999998
1676072648087186600,-21.0,10.0,-192.07999999999998
1676072648134167400,-21.0,10.0,-197.96
1676072648180308100,-25.0,7.0,-188.16
1676072648180320400,-21.0,10.0,-197.96
1676072648180327100,-22.0,8.0,-186.2
1676072648180351400,-21.0,10.0,-197.96
1676072648180360700,-25.0,8.0,-192.07999999999998
1676072648180376800,-20.0,10.0,-194.04
1676072648180401100,-25.0,7.0,-188.16
1676072648180424300,-23.0,8.0,-188.16
1676072648180429600,-20.0,10.0,-190.12
1676072648227694300,-22.0,10.0,-197.96
1676072648227707000,-24.0,8.0,-188.16
1676072648227716500,-21.0,10.0,-197.96
1676072648227728000,-20.0,11.0,-190.12
1676072648277159500,-20.0,10.0,-197.96
1676072648334433800,-26.0,8.0,-192.07999999999998
1676072648334464000,-21.0,10.0,-197.96
1676072648334487000,-24.0,8.0,-188.16
1676072648334502100,-21.0,10.0,-197.96
1676072648334515300,-25.0,8.0,-190.12
1676072648334560800,-20.0,12.0,-194.04
1676072648334569700,-25.0,8.0,-192.07999999999998
1676072648334588800,-20.0,12.0,-190.12
1676072648381872000,-20.0,11.0,-197.96
1676072648381884600,-25.0,8.0,-192.07999999999998
1676072648381899100,-20.0,11.0,-196.0
1676072648381917800,-24.0,8.0,-190.12
1676072648440281200,-20.0,10.0,-190.12
1676072648440290600,-24.0,9.0,-196.0
1676072648440300400,-24.0,8.0,-188.16
1676072648440304400,-22.0,10.0,-197.96
1676072648440308500,-22.0,10.0,-197.96
1676072648440315600,-25.0,8.0,-192.07999999999998
1676072648486427500,-24.0,8.0,-188.16
1676072648486443700,-22.0,9.0,-197.96
1676072648486457800,-22.0,8.0,-188.16
1676072648486462100,-24.0,7.0,-188.16
1676072648533051900,-20.0,10.0,-196.0
1676072648533075000,-25.0,8.0,-192.07999999999998
1676072648533107000,-20.0,10.0,-196.0
1676072648533112300,-25.0,8.0,-194.04
1676072648579281800,-23.0,10.0,-197.96
1676072648579291000,-21.0,9.0,-188.16
1676072648579339500,-22.0,10.0,-197.96
1676072648579345500,-20.0,10.0,-188.16
1676072648579405900,-21.0,10.0,-194.04
1676072648626785900,-24.0,8.0,-188.16
1676072648626793100,-21.0,11.0,-196.0
1676072648626820800,-24.0,9.0,-196.0
1676072648626863100,-21.0,11.0,-197.96
1676072648626870500,-23.0,10.0,-196.0
1676072648671402700,-25.0,8.0,-190.12
1676072648671408600,-20.0,12.0,-190.12
1676072648671433100,-25.0,9.0,-194.04
1676072648671438500,-20.0,10.0,-196.0
1676072648671468900,-24.0,9.0,-194.04
1676072648718193200,-20.0,11.0,-190.12
1676072648718206800,-25.0,7.0,-190.12
1676072648718223500,-25.0,7.0,-188.16
1676072648718229700,-20.0,12.0,-192.07999999999998
1676072648764153800,-23.0,9.0,-196.0
1676072648764169900,-25.0,8.0,-194.04
1676072648764182300,-25.0,8.0,-190.12
1676072648764187600,-20.0,11.0,-192.07999999999998
1676072648815153400,-21.0,10.0,-197.96
1676072648872975500,-25.0,8.0,-192.07999999999998
1676072648872991900,-23.0,9.0,-196.0
1676072648873017200,-25.0,8.0,-192.07999999999998
1676072648873023000,-20.0,10.0,-190.12
1676072648873034700,-23.0,10.0,-196.0
1676072648873041500,-21.0,11.0,-197.96
1676072648873052600,-23.0,10.0,-196.0
1676072648873063100,-25.0,8.0,-190.12
1676072648873106800,-20.0,10.0,-190.12
1676072648920139800,-24.0,9.0,-196.0
1676072648920153600,-20.0,11.0,-190.12
1676072648920164100,-22.0,10.0,-197.96
1676072648920224200,-25.0,8.0,-190.12
1676072648920234000,-20.0,11.0,-192.07999999999998
1676072648920270500,-24.0,9.0,-196.0
1676072648980314500,-22.0,9.0,-197.96
1676072648980330200,-25.0,8.0,-192.07999999999998
1676072648980450500,-20.0,10.0,-188.16
1676072648980468400,-22.0,9.0,-197.96
1676072649026337900,-25.0,7.0,-188.16
1676072649026342700,-20.0,10.0,-188.16
1676072649026379200,-22.0,9.0,-196.0
1676072649026393800,-24.0,7.0,-188.16
1676072649073630500,-22.0,8.0,-188.16
1676072649073674900,-24.0,8.0,-188.16
1676072649073692700,-20.0,9.0,-188.16
1676072649073740600,-22.0,9.0,-196.0
1676072649073749300,-25.0,8.0,-190.12
1676072649119582900,-23.0,9.0,-194.04
1676072649119587400,-25.0,8.0,-190.12
1676072649119641000,-20.0,10.0,-190.12
1676072649119646000,-22.0,9.0,-196.0
1676072649167840500,-24.0,8.0,-188.16
1676072649167861500,-21.0,10.0,-197.96
1676072649167867800,-25.0,8.0,-190.12
1676072649167894000,-20.0,11.0,-196.0
1676072649167899600,-23.0,9.0,-196.0
1676072649167936400,-24.0,8.0,-188.16
1676072649213297000,-25.0,9.0,-192.07999999999998
1676072649213305300,-25.0,9.0,-192.07999999999998
1676072649213318300,-23.0,9.0,-188.16
1676072649213358700,-21.0,11.0,-197.96
1676072649260934400,-22.0,10.0,-197.96
1676072649260952300,-21.0,9.0,-188.16
1676072649260969300,-20.0,12.0,-190.12
1676072649261017000,-23.0,10.0,-196.0
1676072649307890100,-25.0,8.0,-190.12
1676072649307914900,-25.0,9.0,-190.12
1676072649307937800,-25.0,9.0,-190.12
1676072649307948200,-25.0,8.0,-190.12
1676072649307954600,-20.0,11.0,-197.96
1676072649353893300,-25.0,9.0,-192.07999999999998
1676072649353914600,-23.0,10.0,-196.0
1676072649353921000,-24.0,9.0,-194.04
1676072649353926300,-23.0,9.0,-186.2
1676072649354006700,-21.0,12.0,-196.0
1676072649408836500,-22.0,12.0,-186.2
1676072649408860100,-18.0,15.0,-194.04
1676072649408866300,-21.0,13.0,-184.24
1676072649408875300,-16.0,15.0,-190.12
1676072649408908800,-19.0,12.0,-180.32
1676072649460553600,-15.0,15.0,-184.24
1676072649460568000,-16.0,14.0,-180.32
1676072649460608400,-16.0,15.0,-188.16
1676072649460632400,-20.0,13.0,-188.16
1676072649508455000,-19.0,13.0,-188.16
1676072649508483800,-16.0,14.0,-180.32
1676072649508491900,-18.0,14.0,-188.16
1676072649508539500,-19.0,12.0,-178.35999999999999
1676072649555625300,-17.0,14.0,-188.16
1676072649555645700,-16.0,14.0,-188.16
1676072649555678000,-16.0,14.0,-186.2
1676072649555779600,-19.0,12.0,-182.28
1676072649555872700,-17.0,12.0,-178.35999999999999
1676072649555878500,-17.0,14.0,-186.2
1676072649604272500,-16.0,14.0,-186.2
1676072649604283600,-20.0,12.0,-180.32
1676072649604338900,-15.0,16.0,-180.32
1676072649604343900,-18.0,14.0,-184.24
1676072649651286200,-15.0,16.0,-176.4
1676072649651290900,-17.0,23.0,-182.28
1676072649651294500,-12.0,25.0,-172.48
1676072649651308600,-12.0,25.0,-176.4
1676072649651359200,-7.0,31.0,-166.6
1676072649701326500,-10.0,32.0,-170.52
1676072649701348700,-6.0,38.0,-168.56
1676072649701355100,-4.0,40.0,-162.68
1676072649701408500,-5.0,40.0,-170.52
1676072649750361600,-5.0,40.0,-170.52
1676072649750384400,-5.0,39.0,-172.48
1676072649750390800,-10.0,36.0,-168.56
1676072649750409800,-6.0,37.0,-174.44
1676072649808495400,-12.0,34.0,-168.56
1676072649808509900,-6.0,36.0,-164.64
1676072649808515200,-7.0,38.0,-174.44
1676072649808537000,-8.0,38.0,-172.48
1676072649808561500,-9.0,37.0,-164.64
1676072649808583700,-3.0,42.0,-162.68
