%time,field.curr_pos1,field.curr_pos2,field.toff,field.t
1683143893917222600,4684,-3115,-766,43893.5078125
1683143893917460600,4684,-3115,-162,43893.515625
1683143893917593500,4683,-3113,-745,43893.52734375
1683143893962903700,4682,-3113,1210,43893.53515625
1683143893962951000,4682,-3113,1574,43893.546875
1683143893962990200,4683,-3113,-1753,43893.55859375
1683143893963010600,4682,-3113,-617,43893.56640625
1683143894009858100,4682,-3113,878,43893.578125
1683143894009908900,4682,-3113,-269,43893.5859375
1683143894009944300,4682,-3113,-173,43893.59765625
1683143894009977400,4682,-3113,-1517,43893.60546875
1683143894010034100,4682,-3113,1946,43893.6171875
1683143894070424900,4682,-3113,330,43893.62890625
1683143894070475000,4682,-3113,-525,43893.63671875
1683143894070505800,4682,-3113,-354,43893.6484375
1683143894070679900,4682,-3113,-1685,43893.65625
1683143894070692300,4682,-3113,-1021,43893.66796875
1683143894071362100,4682,-3113,-773,43893.67578125
1683143894131032800,4682,-3113,-1554,43893.6875
1683143894131116600,4682,-3113,-1786,43893.69921875
1683143894131265600,4683,-3113,397,43893.7109375
1683143894131297000,4682,-3113,441,43893.71875
1683143894186173500,4683,-3113,-714,43893.73046875
1683143894186199700,4683,-3113,-1278,43893.73828125
1683143894186205100,4683,-3113,1981,43893.74609375
1683143894186231700,4683,-3113,461,43893.7578125
1683143894186262800,4683,-3113,1245,43893.76953125
1683143894186274400,4683,-3113,-2482,43893.77734375
1683143894186568600,4683,-3113,-190,43893.7890625
1683143894249720100,4683,-3113,1189,43893.796875
1683143894249773800,4683,-3113,-662,43893.80859375
1683143894249800600,4683,-3113,-290,43893.81640625
1683143894249984100,4683,-3113,-1914,43893.828125
1683143894250081600,4683,-3113,761,43893.8359375
1683143894250502700,4683,-3113,-1818,43893.84765625
1683143894250776100,4683,-3113,2109,43893.85546875
1683143894305637600,4683,-3113,-1306,43893.8671875
1683143894305680200,4683,-3113,-1238,43893.87890625
1683143894305862300,4683,-3113,-1446,43893.890625
1683143894305894900,4683,-3113,1929,43893.8984375
1683143894305905200,4683,-3113,-2366,43893.90625
1683143894364511400,4683,-3113,1349,43893.91796875
1683143894364553500,4683,-3113,-1718,43893.92578125
1683143894364566800,4683,-3113,-158,43893.9375
1683143894364729000,4683,-3113,2093,43893.953125
1683143894364934500,4683,-3113,1633,43893.95703125
1683143894364951300,4683,-3113,-1582,43893.96875
1683143894415657800,4683,-3113,-374,43893.98046875
1683143894415747400,4683,-3113,-1186,43893.98828125
1683143894415762800,4683,-3113,-90,43893.99609375
1683143894415772000,4683,-3113,297,43894.0078125
1683143894415776300,4683,-3113,-798,43894.015625
1683143894475362500,4683,-3113,1793,43894.02734375
1683143894475414500,4683,-3113,-70,43894.03515625
1683143894475462700,4683,-3113,-330,43894.046875
1683143894475570200,4683,-3113,161,43894.05859375
1683143894475694200,4683,-3113,-2102,43894.06640625
1683143894475779600,4683,-3113,2365,43894.078125
1683143894521926500,4683,-3113,1249,43894.0859375
1683143894521978200,4683,-3113,-150,43894.09765625
1683143894521992800,4683,-3113,689,43894.10546875
1683143894522024100,4683,-3113,1402,43894.1171875
1683143894522034800,4683,-3113,-406,43894.12890625
1683143894568933600,4683,-3113,650,43894.13671875
1683143894568960800,4683,-3113,-1853,43894.15234375
1683143894568994600,4683,-3113,554,43894.16015625
1683143894569022500,4683,-3113,150,43894.16796875
1683143894569247900,4683,-3113,-2321,43894.17578125
1683143894621001400,4683,-3113,-673,43894.1875
1683143894621024100,4683,-3113,-197,43894.1953125
1683143894621053900,4683,-3112,158,43894.2109375
1683143894621084400,4683,-3112,1206,43894.21875
1683143894621104300,4683,-3112,-1145,43894.2265625
1683143894680237500,4683,-3112,-1297,43894.23828125
1683143894680272200,4683,-3112,-57,43894.24609375
1683143894680284200,4683,-3112,-2249,43894.2578125
1683143894680292600,4683,-3112,2242,43894.265625
1683143894680296700,4683,-3112,-2117,43894.27734375
1683143894680806600,4685,-3115,1198,43894.2890625
1683143894755450700,4695,-3119,190,43894.296875
1683143894755475300,4704,-3129,1226,43894.30859375
1683143894755481100,4712,-3138,-1633,43894.31640625
1683143894755489300,4727,-3152,1722,43894.328125
1683143894755517700,4741,-3167,-425,43894.3359375
1683143894755731100,4751,-3178,-1905,43894.34765625
1683143894755754300,4758,-3186,-1061,43894.35546875
1683143894801391800,4760,-3187,-209,43894.3671875
1683143894801417500,4758,-3186,1358,43894.37890625
1683143894801428300,4759,-3187,-2194,43894.38671875
1683143894801434300,4759,-3187,-382,43894.3984375
1683143894801452500,4759,-3187,-1554,43894.40625
1683143894904659200,4758,-3186,2437,43894.41796875
1683143894904706600,4757,-3186,-1910,43894.4296875
1683143894904722100,4757,-3186,-1890,43894.4375
1683143894904731900,4757,-3186,1501,43894.4453125
1683143894904755100,4757,-3186,-782,43894.45703125
1683143894904766100,4756,-3186,-1515,43894.46875
1683143894904827700,4756,-3186,-90,43894.4765625
1683143894904873500,4756,-3186,-838,43894.48828125
1683143894904991400,4756,-3185,29,43894.49609375
1683143894904997000,4756,-3185,-1638,43894.5078125
1683143894957696900,4756,-3185,-982,43894.515625
1683143894957747500,4756,-3185,-438,43894.52734375
1683143894957761700,4756,-3185,1505,43894.53515625
1683143894957790500,4756,-3185,-366,43894.546875
1683143894957813900,4755,-3185,-2366,43894.55859375
1683143894957835100,4755,-3185,2249,43894.56640625
1683143895079954300,4754,-3185,873,43894.578125
1683143895080001700,4753,-3185,-38,43894.5859375
1683143895080076800,4754,-3185,2009,43894.59765625
1683143895080151200,4754,-3185,-1686,43894.60546875
1683143895080174800,4753,-3185,-326,43894.62109375
1683143895080186700,4753,-3185,329,43894.62890625
1683143895080199500,4753,-3185,1901,43894.63671875
1683143895080204100,4753,-3185,-2458,43894.6484375
1683143895080209400,4753,-3185,-1142,43894.65625
1683143895080415800,4753,-3185,453,43894.66796875
1683143895080707700,4753,-3185,-2154,43894.6796875
1683143895081534000,4753,-3185,-1554,43894.6875
1683143895151840600,4754,-3185,-1382,43894.6953125
1683143895151868900,4753,-3185,1685,43894.70703125
1683143895151909200,4754,-3185,189,43894.71875
1683143895151952200,4753,-3185,-1550,43894.7265625
1683143895152201500,4754,-3185,2261,43894.7421875
1683143895152224400,4753,-3185,-694,43894.74609375
1683143895152230700,4754,-3185,653,43894.7578125
1683143895208358500,4753,-3185,-2238,43894.765625
1683143895208399100,4754,-3185,1625,43894.77734375
1683143895208413600,4754,-3185,-194,43894.78515625
1683143895208443800,4754,-3185,-2078,43894.796875
1683143895208726800,4754,-3185,-1794,43894.80859375
1683143895208809500,4754,-3185,-1386,43894.81640625
1683143895266181700,4754,-3185,-658,43894.828125
1683143895266227500,4754,-3185,-510,43894.83984375
1683143895266240600,4754,-3185,925,43894.84765625
1683143895266332100,4754,-3185,-1170,43894.85546875
1683143895266714100,4754,-3185,-2038,43894.8671875
1683143895332313000,4754,-3185,-371,43894.87890625
1683143895332339800,4754,-3185,1997,43894.88671875
1683143895332349200,4754,-3185,-314,43894.90234375
1683143895332356600,4754,-3185,-490,43894.90625
1683143895332360900,4754,-3185,1125,43894.91796875
1683143895332365100,4754,-3185,637,43894.9296875
1683143895332488700,4754,-3185,-1662,43894.9375
1683143895391728900,4754,-3185,-1626,43894.9453125
1683143895391755100,4754,-3185,-998,43894.9609375
1683143895391764200,4754,-3185,-1854,43894.96875
1683143895391799700,4754,-3185,-790,43894.9765625
1683143895391827800,4754,-3185,2425,43894.98828125
1683143895391903600,4754,-3185,1081,43894.99609375
1683143895455769100,4754,-3185,-214,43895.0078125
1683143895455823600,4754,-3185,-1546,43895.015625
1683143895455836100,4754,-3185,-2294,43895.02734375
1683143895455866500,4754,-3185,1209,43895.03515625
1683143895456117400,4754,-3185,-2214,43895.046875
1683143895456279800,4754,-3185,1505,43895.05859375
1683143895515745200,4754,-3185,1605,43895.06640625
1683143895515792100,4754,-3185,-74,43895.078125
1683143895515803100,4754,-3185,-1910,43895.0859375
1683143895515829600,4754,-3185,513,43895.09765625
1683143895515920600,4754,-3185,-1698,43895.10546875
1683143895516525400,4754,-3185,629,43895.1171875
1683143895576763100,4754,-3185,649,43895.12890625
1683143895576798100,4754,-3185,-102,43895.13671875
1683143895576829600,4754,-3185,2305,43895.1484375
1683143895576850500,4754,-3185,1001,43895.15625
1683143895576857700,4754,-3185,353,43895.16796875
1683143895576887600,4754,-3185,1841,43895.1796875
1683143895628385900,4754,-3185,-1958,43895.1875
1683143895628407900,4754,-3185,1325,43895.1953125
1683143895628481500,4754,-3185,2301,43895.2109375
1683143895628682600,4754,-3185,581,43895.21875
1683143895628692800,4754,-3185,409,43895.2265625
1683143895690451900,4754,-3185,-514,43895.2421875
1683143895690475500,4754,-3185,-1754,43895.24609375
1683143895690525300,4754,-3185,-1082,43895.2578125
1683143895690545700,4754,-3185,-1346,43895.265625
1683143895690569700,4754,-3185,-1258,43895.27734375
1683143895690972700,4754,-3185,1053,43895.28515625
1683143895751447000,4761,-3185,501,43895.30078125
1683143895751491400,4768,-3186,2193,43895.30859375
1683143895751519600,4773,-3187,-334,43895.31640625
1683143895751715900,4774,-3188,-1366,43895.328125
1683143895751817500,4775,-3188,773,43895.33984375
1683143895752035500,4776,-3188,-1854,43895.34765625
1683143895752278800,4775,-3188,-2246,43895.35546875
1683143895814417500,4775,-3188,1337,43895.3671875
1683143895814505800,4775,-3188,1469,43895.37890625
1683143895814516100,4775,-3188,-2230,43895.38671875
1683143895814526100,4775,-3188,-438,43895.3984375
1683143895814531100,4775,-3188,-978,43895.40625
1683143895814759700,4775,-3188,1861,43895.41796875
1683143895873670500,4775,-3188,2181,43895.4296875
1683143895873693800,4775,-3188,-1398,43895.4375
1683143895873789700,4775,-3188,2425,43895.4453125
1683143895873923500,4775,-3188,393,43895.45703125
1683143895873932300,4775,-3188,477,43895.46875
1683143895873939000,4775,-3188,-86,43895.4765625
1683143895920654700,4775,-3188,-2486,43895.48828125
1683143895920685800,4775,-3188,57,43895.49609375
1683143895920692200,4775,-3188,-614,43895.5078125
1683143895920697300,4775,-3188,-710,43895.515625
1683143895920719600,4775,-3188,-2478,43895.52734375
1683143895983227100,4775,-3188,417,43895.53515625
1683143895983247700,4775,-3188,417,43895.55078125
1683143895983251300,4775,-3188,325,43895.5625
1683143895983278100,4775,-3188,561,43895.5703125
1683143895983398300,4775,-3188,657,43895.58984375
1683143896047063000,4775,-3188,-482,43895.59765625
1683143896047183600,4775,-3188,793,43895.609375
1683143896047369100,4775,-3188,1881,43895.6171875
1683143896047471400,4775,-3188,-562,43895.62890625
1683143896047788700,4775,-3188,-1178,43895.640625
1683143896048007400,4775,-3188,-1958,43895.6484375
1683143896107868500,4775,-3188,-602,43895.66015625
1683143896107915900,4775,-3188,961,43895.66796875
1683143896107930200,4775,-3189,1121,43895.6796875
1683143896107943900,4775,-3189,1225,43895.6875
1683143896107955300,4775,-3189,1833,43895.69921875
1683143896107968300,4775,-3188,457,43895.7109375
1683143896169576700,4775,-3189,233,43895.71875
1683143896169614800,4775,-3189,1817,43895.73046875
1683143896169624000,4775,-3189,905,43895.73828125
1683143896169655000,4775,-3189,-2414,43895.75
1683143896169754300,4776,-3189,585,43895.7578125
1683143896169767200,4776,-3189,913,43895.76953125
1683143896230104200,4776,-3189,-1102,43895.77734375
1683143896230237600,4776,-3189,2425,43895.7890625
1683143896230367900,4776,-3189,-2250,43895.8046875
1683143896230384400,4776,-3189,-666,43895.8125
1683143896230392900,4776,-3189,-442,43895.8203125
1683143896230398800,4776,-3189,-1018,43895.828125
1683143896230402900,4776,-3189,-1126,43895.83984375
1683143896275810500,4776,-3189,-602,43895.84765625
1683143896275835100,4776,-3189,205,43895.859375
1683143896275857300,4776,-3189,-1554,43895.8671875
1683143896275910300,4776,-3189,-2322,43895.87890625
1683143896327336800,4776,-3189,1061,43895.890625
1683143896327359900,4776,-3189,-18,43895.8984375
1683143896327440600,4776,-3189,1141,43895.91015625
1683143896327566900,4776,-3189,-890,43895.91796875
1683143896327723100,4776,-3189,1365,43895.9296875
1683143896390873500,4776,-3189,-858,43895.9375
1683143896390898500,4776,-3189,2321,43895.94921875
1683143896390904900,4776,-3189,-2174,43895.9609375
1683143896390922200,4776,-3189,193,43895.96875
1683143896390948600,4776,-3189,1369,43895.98046875
1683143896391059600,4776,-3189,2365,43895.98828125
1683143896391701300,4776,-3189,1801,43896.0
1683143896449510400,4776,-3189,2209,43896.0078125
1683143896449551500,4776,-3189,-606,43896.01953125
1683143896449588300,4776,-3189,-198,43896.03125
1683143896449601800,4776,-3189,-2262,43896.0390625
1683143896449999200,4776,-3189,-982,43896.05078125
1683143896511542700,4776,-3189,-1758,43896.0625
1683143896511575400,4776,-3189,2165,43896.0703125
1683143896511620400,4776,-3189,-1578,43896.078125
1683143896511672200,4776,-3189,2285,43896.08984375
1683143896511691800,4776,-3189,-1278,43896.09765625
1683143896511843900,4776,-3189,1721,43896.109375
1683143896511971900,4776,-3189,1277,43896.1171875
1683143896573363700,4776,-3189,177,43896.12890625
1683143896573406200,4776,-3189,2137,43896.140625
1683143896573470700,4776,-3189,-1710,43896.1484375
1683143896573608600,4776,-3189,-470,43896.16015625
1683143896573744500,4776,-3189,-806,43896.16796875
1683143896574104100,4776,-3189,-1238,43896.1796875
1683143896633735200,4776,-3189,2113,43896.1875
1683143896633789600,4776,-3189,-14,43896.19921875
1683143896633804400,4776,-3189,1085,43896.2109375
1683143896633815300,4776,-3189,1485,43896.21875
1683143896633937900,4776,-3189,-2366,43896.23046875
1683143896634218100,4776,-3189,-1426,43896.23828125
1683143896681365900,4776,-3189,-1082,43896.25
1683143896681413900,4776,-3189,-474,43896.2578125
1683143896681443700,4776,-3189,-886,43896.26953125
1683143896681840700,4776,-3189,-1618,43896.28125
1683143896682136600,4776,-3189,-1250,43896.2890625
1683143896743861200,4776,-3189,-1710,43896.30078125
1683143896743941900,4776,-3189,-2166,43896.3125
1683143896743965500,4776,-3189,-2034,43896.3203125
1683143896743977300,4775,-3189,441,43896.328125
1683143896744013100,4781,-3197,-2342,43896.34375
1683143896744022300,4788,-3205,-378,43896.34765625
1683143896805086600,4800,-3217,197,43896.359375
1683143896805114800,4822,-3239,-1994,43896.37109375
1683143896805151800,4835,-3250,1797,43896.37890625
1683143896805161500,4850,-3263,1685,43896.390625
1683143896805165400,4870,-3271,1421,43896.3984375
1683143896805171600,4882,-3273,1733,43896.41015625
1683143896851535400,4879,-3273,277,43896.41796875
1683143896851550200,4880,-3273,-770,43896.4296875
1683143896851562600,4881,-3271,-770,43896.4375
1683143896851573100,4884,-3268,-1930,43896.44921875
1683143896851589800,4883,-3267,-258,43896.4609375
1683143896898908600,4885,-3262,-1786,43896.46875
1683143896898940100,4885,-3260,-122,43896.48046875
1683143896898948000,4885,-3260,-2306,43896.48828125
1683143896898961300,4886,-3260,2337,43896.5
1683143896959627600,4892,-3256,-1954,43896.5078125
1683143896959782200,4896,-3256,913,43896.51953125
1683143896959871200,4901,-3255,-1566,43896.52734375
1683143896959904000,4908,-3255,885,43896.5390625
1683143896959911400,4919,-3254,2318,43896.55078125
1683143896960537600,4929,-3255,-1277,43896.55859375
1683143896960769700,4944,-3254,718,43896.5703125
1683143897007457300,4958,-3254,2030,43896.578125
1683143897007485200,4968,-3254,814,43896.58984375
1683143897007493300,4968,-3255,1218,43896.59765625
1683143897007558400,4967,-3255,1250,43896.609375
1683143897069554900,4968,-3255,594,43896.6171875
1683143897069606700,4967,-3256,-1893,43896.62890625
1683143897069710300,4965,-3256,1090,43896.640625
1683143897069793700,4966,-3256,346,43896.6484375
1683143897069831200,4965,-3256,-437,43896.66015625
1683143897070170500,4964,-3256,166,43896.66796875
1683143897130886800,4963,-3256,1098,43896.6796875
1683143897130911800,4963,-3256,-685,43896.6875
1683143897130937500,4963,-3257,-869,43896.69921875
1683143897130971700,4964,-3257,422,43896.7109375
1683143897130987400,4963,-3257,-873,43896.72265625
1683143897131444300,4963,-3258,1974,43896.73046875
1683143897131752700,4962,-3259,-1781,43896.73828125
1683143897193570600,4963,-3259,610,43896.75
1683143897193621300,4963,-3259,1038,43896.7578125
1683143897193731300,4962,-3259,-209,43896.76953125
1683143897193752200,4962,-3259,698,43896.77734375
1683143897194169700,4962,-3259,-1117,43896.7890625
1683143897194313100,4962,-3259,1110,43896.80078125
1683143897254038400,4962,-3259,-2017,43896.80859375
1683143897254084400,4962,-3259,738,43896.8203125
1683143897254112700,4962,-3259,-1677,43896.828125
1683143897254202300,4962,-3259,2198,43896.83984375
1683143897254385000,4962,-3259,462,43896.84765625
1683143897254684000,4962,-3259,1254,43896.859375
1683143897299574400,4962,-3259,1846,43896.8671875
1683143897299599100,4962,-3259,2082,43896.87890625
1683143897299609600,4962,-3259,-1061,43896.890625
1683143897299800400,4961,-3259,-2445,43896.90234375
1683143897347183000,4961,-3259,-2469,43896.91015625
1683143897347214000,4961,-3259,1754,43896.91796875
1683143897347223300,4961,-3259,-1665,43896.9296875
1683143897347309100,4961,-3259,-2449,43896.94140625
1683143897347347500,4961,-3259,278,43896.94921875
1683143897394813400,4961,-3259,1058,43896.9609375
1683143897394845300,4961,-3259,-493,43896.97265625
1683143897394858100,4961,-3260,1058,43896.98046875
1683143897394871000,4961,-3260,-1997,43896.98828125
1683143897394873900,4961,-3260,254,43897.0
1683143897442921600,4961,-3260,-2077,43897.0078125
1683143897442958300,4961,-3260,-1349,43897.01953125
1683143897442971100,4961,-3260,-713,43897.03125
1683143897443007500,4961,-3260,402,43897.0390625
1683143897443032600,4961,-3260,434,43897.05078125
1683143897503243700,4961,-3260,-841,43897.0625
1683143897503277000,4961,-3260,1086,43897.0703125
1683143897503287900,4961,-3260,-1153,43897.078125
1683143897503295800,4961,-3260,1538,43897.08984375
1683143897503301600,4961,-3260,722,43897.09765625
1683143897503332600,4961,-3260,-1509,43897.109375
1683143897549803400,4961,-3260,1978,43897.1171875
1683143897549871900,4961,-3260,-1453,43897.12890625
1683143897549908400,4961,-3260,-85,43897.140625
1683143897550022200,4961,-3260,-1165,43897.1484375
1683143897612243800,4961,-3260,2426,43897.16015625
1683143897612264900,4961,-3260,-801,43897.16796875
1683143897612288400,4961,-3260,2118,43897.1796875
1683143897612299600,4961,-3260,850,43897.19140625
1683143897612332000,4961,-3260,2118,43897.19921875
1683143897612466600,4961,-3260,-1633,43897.2109375
1683143897660650000,4961,-3260,-533,43897.22265625
1683143897660684100,4961,-3260,-1885,43897.23046875
1683143897660709200,4961,-3260,1518,43897.23828125
1683143897660720800,4961,-3260,1438,43897.25390625
1683143897660724600,4961,-3260,-1473,43897.2578125
1683143897660820100,4961,-3260,826,43897.26953125
1683143897726961800,4961,-3260,270,43897.29296875
1683143897727010800,4961,-3260,366,43897.30078125
1683143897727028100,4961,-3260,1810,43897.3125
1683143897727229100,4963,-3260,-2213,43897.3203125
1683143897727355400,4977,-3268,1462,43897.33203125
1683143897785581600,4988,-3281,-185,43897.34375
1683143897785630200,4998,-3291,242,43897.3515625
1683143897785650400,5010,-3303,378,43897.36328125
1683143897785735500,5024,-3318,-2217,43897.37109375
1683143897786044900,5030,-3324,-1417,43897.38671875
1683143897786145700,5029,-3323,-417,43897.390625
1683143897835516800,5030,-3323,1214,43897.40234375
1683143897835563300,5030,-3324,-61,43897.4140625
1683143897835574400,5031,-3325,-2353,43897.421875
1683143897835702000,5031,-3325,1294,43897.43359375
1683143897892961500,5033,-3329,-833,43897.4453125
1683143897893000700,5034,-3330,-257,43897.453125
1683143897893015900,5033,-3330,-1225,43897.4609375
1683143897893044900,5035,-3332,402,43897.48046875
1683143897893067100,5036,-3332,746,43897.484375
1683143897893081800,5035,-3332,-689,43897.4921875
1683143897893143600,5036,-3332,-2009,43897.50390625
1683143897939081400,5036,-3333,-1897,43897.51171875
1683143897939120900,5036,-3334,506,43897.5234375
1683143897939145800,5036,-3334,-717,43897.5390625
1683143897939169200,5036,-3334,1202,43897.54296875
1683143897988044700,5036,-3336,1522,43897.55078125
1683143897988074100,5036,-3336,1634,43897.5625
1683143897988098100,5036,-3337,98,43897.57421875
1683143897988183800,5036,-3337,-1133,43897.58203125
1683143897988212200,5036,-3337,410,43897.59375
1683143898037922000,5035,-3337,2494,43897.60546875
1683143898037942500,5035,-3337,1818,43897.61328125
1683143898037946000,5035,-3336,-2253,43897.62109375
1683143898037951500,5034,-3336,-589,43897.63671875
1683143898037963800,5034,-3335,-1913,43897.640625
1683143898095899900,5034,-3335,2134,43897.65234375
1683143898095938300,5034,-3335,2394,43897.6640625
1683143898095953900,5034,-3335,1698,43897.671875
1683143898095969000,5034,-3335,2054,43897.68359375
1683143898095974500,5033,-3334,1714,43897.6953125
1683143898096486500,5033,-3333,-2345,43897.703125
1683143898145047800,5032,-3332,-125,43897.7109375
1683143898145073000,5033,-3332,-1001,43897.7265625
1683143898145102800,5033,-3332,-545,43897.734375
1683143898145132300,5032,-3332,-45,43897.7421875
1683143898145194100,5033,-3332,-1973,43897.75390625
1683143898191826300,5033,-3332,-765,43897.76171875
1683143898191865100,5032,-3332,-765,43897.7734375
1683143898191876400,5032,-3332,-1705,43897.78515625
1683143898191898900,5032,-3332,-889,43897.79296875
1683143898192201800,5033,-3332,-541,43897.80078125
1683143898256567000,5032,-3332,-897,43897.8125
1683143898256766600,5033,-3332,-1009,43897.82421875
1683143898256778600,5032,-3332,-241,43897.83203125
1683143898257079300,5033,-3332,-565,43897.84375
1683143898257105400,5032,-3332,1086,43897.85546875
1683143898257339400,5033,-3332,854,43897.86328125
1683143898315536500,5032,-3332,-1529,43897.87109375
1683143898315580400,5032,-3332,550,43897.88671875
1683143898315609000,5032,-3332,962,43897.89453125
1683143898315698100,5032,-3332,226,43897.90234375
1683143898315707200,5032,-3332,-97,43897.9140625
1683143898316249200,5032,-3332,1514,43897.921875
1683143898362713900,5032,-3332,-405,43897.93359375
1683143898362738400,5032,-3332,566,43897.9453125
1683143898362814200,5032,-3332,-97,43897.953125
1683143898363247300,5032,-3332,-189,43897.9609375
1683143898407777600,5032,-3332,-73,43897.9765625
1683143898407811200,5032,-3332,-1261,43897.984375
1683143898407833000,5032,-3332,1822,43897.9921875
1683143898407853600,5032,-3332,546,43898.00390625
1683143898408086100,5032,-3332,1038,43898.01171875
1683143898455265000,5032,-3332,2058,43898.0234375
1683143898455286500,5032,-3332,-2261,43898.03515625
1683143898455291700,5032,-3332,1678,43898.04296875
1683143898455299900,5032,-3332,-2265,43898.05078125
1683143898455309500,5032,-3331,-985,43898.0625
1683143898502386900,5032,-3331,2478,43898.07421875
1683143898502411100,5032,-3331,374,43898.08203125
1683143898502426700,5032,-3331,1302,43898.09375
1683143898502435300,5032,-3331,618,43898.1015625
1683143898502544800,5032,-3331,154,43898.11328125
1683143898551877600,5032,-3331,-1377,43898.12109375
1683143898551909700,5032,-3331,-2169,43898.13671875
1683143898551937900,5032,-3331,-269,43898.140625
1683143898551951700,5032,-3331,814,43898.15234375
1683143898615615100,5032,-3331,-2493,43898.1640625
1683143898615645600,5032,-3331,974,43898.171875
1683143898615651200,5032,-3331,1758,43898.18359375
1683143898615706000,5032,-3331,1986,43898.1953125
1683143898615803100,5032,-3331,950,43898.203125
1683143898616138900,5032,-3331,1750,43898.2109375
1683143898675959800,5032,-3331,370,43898.2265625
1683143898675988300,5032,-3331,-1097,43898.23046875
1683143898675994400,5032,-3331,86,43898.2421875
1683143898676005300,5032,-3331,-1457,43898.2578125
1683143898676037300,5032,-3331,-2329,43898.26171875
1683143898676331800,5032,-3331,2202,43898.2734375
1683143898736770400,5032,-3331,-1089,43898.28515625
1683143898736796200,5032,-3331,330,43898.29296875
1683143898736802900,5032,-3331,-1493,43898.30078125
1683143898736840900,5034,-3332,-2025,43898.3125
1683143898736852200,5045,-3340,546,43898.32421875
1683143898736874600,5054,-3350,-2045,43898.33203125
1683143898736967300,5064,-3360,-2145,43898.34375
1683143898783300400,5081,-3377,594,43898.35546875
1683143898783368300,5090,-3387,-2309,43898.36328125
1683143898783514500,5095,-3392,1034,43898.37109375
1683143898783564400,5095,-3393,-1777,43898.38671875
1683143898783739300,5097,-3394,726,43898.390625
1683143898839955000,5097,-3394,-2465,43898.40234375
1683143898839981200,5104,-3402,214,43898.4140625
1683143898839996800,5110,-3409,-1861,43898.421875
1683143898840013700,5113,-3411,-1165,43898.43359375
1683143898840018300,5111,-3410,378,43898.4453125
